height_cm,weight_kg,age,hometown,sport,classification,program
180.3,,38,"Kaplan, La.",Speedskating,,Team USA
180.3,,,"Milwaukee, Wisc.",,,Team USA
182.9,,,,,,Olympian
157.5,,39,"East Montpelier, VT",Cross-Country Skiing,,Olympian
170.2,,33,"Coral Springs, FL",Tennis,,Olympian
162.6,,,"Fort Mill, S.C.",,,Team USA
152.4,,42,"Wenham, MA",Para Alpine Skiing,,Paralympian
167.6,,29,"Fallbrook, CA",Rugby,,Olympian
172.7,,31,"Tucson, Ariz.",Track and Field,,Team USA
162.6,,25,"Grand Rapids, MN",Biathlon,,Team USA
154.9,,29,"Missoula, MT",Freestyle Skiing,,Olympian
165.1,,42,"San Francisco, CA",Cycling,,Olympian
177.8,,25,"Reading, PA",,,Olympian
180.3,,40,"Tacoma, WA",Judo,,Olympian
175.3,,30,"Bayside, NY",Track and Field,,Olympian
177.8,,,,Track and Field,,Team USA
160.0,,43,"Los Angeles, CA",Track and Field,,Olympian
172.7,,28,"Newark, NJ",Boxing,,Olympian
182.9,,28,"Park City, UT",Freestyle Skiing,,Olympian
185.4,,49,,,,Olympian
193.0,,31,"Reno, NV",Water Polo,,Olympian
172.7,,,Richmond,,,Team USA
185.4,,28,"Lorton, VA",Track and Field,,Olympian
190.5,,,Hastings,,,Olympian
180.3,,31,"Carlsbad, CA",Swimming,,Team USA
188.0,,,"Hattiesburg, MS",Swimming,,Team USA
162.6,,28,"Colorado Springs, CO",Team Handball,,Team USA
180.3,,,"Acworth, GA",Swimming,,Team USA
167.6,,31,"Wichita, KS",Softball,,Olympian
193.0,,31,"North Syracuse, NY",Basketball,,Olympian
190.5,,37,"Oakland, AR",Track and Field,,Team USA
165.1,,35,Monroeville,,,Team USA
172.7,,40,"Jackson Hole, WY",Alpine Skiing,,Olympian
198.1,,44,"McLean, VA",Rowing,,Olympian
190.5,,39,"Bloomington, MN",Ice Hockey,,Olympian
182.9,,37,"Colorado Springs, CO",Volleyball,,Team USA
165.1,,46,"Colorado Springs, CO",Paratriathlon,,Paralympian
165.1,,24,"Tacoma, WA",Speedskating;Short Track Speedskating,,Olympian
165.1,,58,Sacramento,,,Olympian
182.9,,21,"Kewaskum, WI",Speedskating,,Olympian
182.9,,40,"Newton, MA",Rowing,,Olympian
162.6,,35,Grand Rapids,Para Swimming,,Paralympian
175.3,,35,"Chicago, IL",Fencing,,Olympian
188.0,,,Kodak,Para Archery,,Paralympian
172.7,,26,"West Des Moines, IA",Speedskating,,Olympian
182.9,,62,"Greensboro, NC",Sitting Volleyball,,Paralympian
160.0,,35,Hood River,Triathlon,,Team USA
162.6,,25,"Trophy Club, TX",Taekwondo,,Team USA
193.0,,,San Diego,,,Olympian
172.7,,27,"Clearfield, UT",Softball,,Team USA
162.6,,33,Bedford,,,Olympian
167.6,,55,"Park City, UT",Alpine Skiing,,Olympian
190.5,,24,Nacka,Team Handball,,Team USA
177.8,,39,"Haiku, HI",Para Snowboarding,,Paralympian
180.3,,25,"Richfield, MN",Curling,,Team USA
188.0,,37,"Kirkland, WA",Rowing,,Olympian
195.6,,42,"New Kensington, PA",Sitting Volleyball,,Paralympian
160.0,,20,"Hilliard, OH",Diving,,Team USA
167.6,,43,"Kansas City, KS",Para Archery,,Paralympian
182.9,,34,"Bayside, NY",,,Team USA
182.9,,44,"Fredonia, NY",Track and Field,,Olympian
170.2,,25,"Las Vegas, NV",Swimming,,Olympian
172.7,,26,"Coppell, TX",Taekwondo,,Team USA
162.6,,27,"Fayetteville, NC",Rugby,,Olympian
182.9,,28,"Marion, IL",Track and Field,,Olympian
182.9,,46,"Palisades Tahoe, CA",,,Olympian
165.1,,25,"Tustin, CA",,,Team USA
182.9,,31,"Farmington, MN",Shooting,,Olympian
167.6,,35,San Jose,,,Team USA
188.0,,52,"Everett, WA",Sitting Volleyball,,Team USA
185.4,,41,"Madison, WI",Ice Hockey,,Olympian
167.6,,52,Jonesboro,,,Olympian
175.3,,31,Bronx,,,Olympian
172.7,,34,Mission Viejo,,,Olympian
195.6,,50,"Huntington Beach, CA",Volleyball,,Olympian
167.6,,29,"Norman, OK",Gymnastics,,Team USA
175.3,,29,"Davie, FL",Softball,,Team USA
170.2,,32,San Jose,,,Team USA
188.0,,48,Tucson,Para-Cycling,,Paralympian
162.6,,28,"Highlands Ranch, CO",Soccer,,Olympian
190.5,,28,"Richmond, VA",Swimming,,Olympian
190.5,,27,"Anchorage, AK",Ice Hockey,,Olympian
190.5,,,"Gulfport, MS",Sitting Volleyball,,Paralympian
172.7,,40,"Estero, FL",Volleyball,,Olympian
162.6,,39,Suffield,,,Olympian
172.7,,38,"Glendale, AZ",Para Nordic Skiing,,Paralympian
167.6,,52,"Vienna, VA",Table Tennis,,Olympian
190.5,,28,"Gainesville, FL",Swimming,,Team USA
162.6,,45,Grantville,Field Hockey,,Olympian
175.3,,58,"Chicago, IL",Curling,,Olympian
177.8,,,"Burleson, TX",,,Olympian
170.2,,43,"Middleburg, Va.",Equestrian,,Team USA
180.3,,58,Seala,,,Olympian
172.7,,28,"Doylestown, PA",Swimming,,Team USA
180.3,,38,Clifton,,,Olympian
185.4,,26,"Alexandria, VA",Rowing,,Olympian
172.7,,34,"Pittsburgh, Pa.",Track and Field,,Team USA
175.3,,23,"Eastvale, CA",Taekwondo,,Team USA
182.9,,59,"Fond du Lac, WI",Para Shooting,,Paralympian
193.0,,36,"Renton, WA",Track and Field,,Olympian
193.0,,,"Milpitas, CA",,,Olympian
185.4,,40,"Union City, CA",,,Team USA
160.0,,31,"Kearns, UT",,,Olympian
190.5,,28,"Pennington, NJ",Para-Rowing,,Paralympian
170.2,,24,"Fort Kent, ME",,,Team USA
172.7,,24,San Antonio,,,Team USA
190.5,,,"Stewartville, MN",,,Olympian
185.4,,,"Stewartville, Minnesota",,,Olympian
175.3,,22,"New Canaan, CT",Artistic Swimming,,Team USA
175.3,,31,"Beaufort, NC",Rugby,,Olympian
172.7,,32,Anaheim Hills,Softball,,Team USA
172.7,,42,"Boca Raton, FL",Diving,,Olympian
213.4,,,"Claremont, NH",Basketball,,Team USA
162.6,,30,"Woodstock, GA",Bobsled;Weightlifting,,Team USA
165.1,,36,"San Jose, CA",Track and Field,,Olympian
203.2,,28,"St. Louis, MO",Basketball,,Olympian
182.9,,43,"Chino, CA",Basketball,,Olympian
175.3,,41,"Queens, NY",,,Team USA
172.7,,36,"Raleigh, NC",Team Handball,,Team USA
170.2,,46,"Wichita, KS",Wheelchair Tennis,,Paralympian
188.0,,35,"Fayettville, GA",Track and Field,,Olympian
182.9,,35,"Graham, OH",Wrestling,,Olympian
167.6,,,,Track and Field,,Team USA
170.2,,36,"Seattle, Wash.",Rowing,,Team USA
165.1,,34,"Arlington, VA",Diving,,Team USA
160.0,,24,"New Canaan, Conn.",Artistic Swimming,,Team USA
175.3,,32,"Long Beach, CA",Rugby,,Team USA
180.3,,49,Anchorage,,,Olympian
157.5,,36,"Kamloops, BC",Artistic Swimming,,Team USA
165.1,,36,"Laredo, Texas",,,Team USA
193.0,,33,"St. Louis, MO",Boxing,,Team USA
167.6,,,"Kansas City, Mo.",,,Team USA
167.6,,28,"Carpentersville, IL",Figure Skating,,Olympian
172.7,,37,"Berwick, PA",Luge,,Olympian
188.0,,46,Livonia,,,Olympian
165.1,,27,"Miami, Fla.",Track and Field,,Team USA
167.6,,23,"Pembroke Pines, FL",Artistic Swimming,,Team USA
172.7,,22,"Pembroke Pines, FL",Artistic Swimming,,Team USA
180.3,,28,"Highlands Ranch, CO",Ice Hockey,,Olympian
175.3,,37,"Virginia, Va.",Track and Field,,Team USA
190.5,,24,"Birmingham, AL",Soccer,,Olympian
190.5,,36,"Redwood City, CA",Rugby,,Olympian
167.6,,39,"Belmont, VT",Snowboarding,,Olympian
170.2,,52,Palo Alto,,,Olympian
172.7,,22,"Alhambra, CA",Diving,,Team USA
162.6,,34,"Cottonwood Heights, UT",Snowboarding,,Olympian
172.7,,47,Colorado Springs,,,Paralympian
162.6,,31,"Duluth, MN",Curling,,Olympian
188.0,,30,"Highlands Ranch, CO",Rowing,,Olympian
190.5,,29,"Tulsa, Okla. , OK",Rugby,,Team USA
172.7,,32,"Philadelphia, PA",Rugby,,Olympian
162.6,,36,"Boulder Creek, CA",Cycling,,Olympian
190.5,,44,Grass Valley,,,Olympian
170.2,,21,"Murrieta, CA",,,Team USA
152.4,,57,"Los Angeles, CA",Para Judo,,Team USA
177.8,,33,"Louisville, KY",Golf,,Olympian
188.0,,34,"Harrisburg, PA",Basketball,,Olympian
177.8,,36,Pleasantville,,,Team USA
182.9,,45,Golden,,,Olympian
180.3,,52,Flint,,,Olympian
175.3,,64,"Durham, NC",Canoe/Kayak,,Paralympian
177.8,,29,"Atlanta, GA",Track and Field,,Olympian
162.6,,32,Stevens Point,,,Olympian
188.0,,51,Inglewood,Basketball,,Olympian
190.5,,43,"Charleston, SC",Para Archery,,Team USA
182.9,,30,"Florence, NJ",Track and Field,,Olympian
182.9,,64,"Coral Springs, FL",Golf,,Olympian
200.7,,36,"Los Angeles, CA",Basketball,,Olympian
172.7,,41,"Kent, WA",Volleyball,,Olympian
180.3,,23,"Wellington, FL",,,Team USA
193.0,,32,"Rockwall, TX",Baseball,,Team USA
162.6,,21,"Studio City, CA",Soccer,,Team USA
185.4,,23,"Eau Claire, WI",Curling,,Team USA
167.6,,25,"La Jolla, Calif.",Surfing,,Team USA
180.3,,38,"Alliance, NE",Shooting,,Olympian
195.6,,47,Roseburg,,,Olympian
193.0,,28,"Edina, MN",Volleyball,,Olympian
177.8,,53,"Dover, NH",Swimming,,Olympian
190.5,,44,San Diego,,,Olympian
193.0,,35,"Tempe, AZ",Rugby,,Olympian
198.1,,28,"Orange, CT",Ice Hockey,,Olympian
162.6,,,Davenport,,,Olympian
172.7,,28,"Taylorsville, UT",Speedskating,,Team USA
190.5,,41,"San Clemente, CA",Volleyball,,Olympian
154.9,,29,"Springfield, VA",Shooting,,Olympian
182.9,,49,"Ogema, WI",Wheelchair Curling,,Paralympian
180.3,,27,"Newport Coast, Calif.",Rugby,,Team USA
188.0,,24,"Poynette, WI",Curling,,Team USA
180.3,,23,"Poynette, WI",Curling,,Team USA
188.0,,28,"Boynton Beach, FL",Tennis,,Olympian
175.3,,29,"Eagle, CO",Snowboarding,,Olympian
160.0,,24,"Belle Mead, NJ",Fencing,,Team USA
182.9,,42,"Little Rock, AR",Track and Field,,Olympian
188.0,,28,"St. Louis, MO",Ice Hockey,,Olympian
193.0,,26,"St. Louis, MO",Ice Hockey,,Olympian
162.6,,38,"East Northport, NY",Shooting,,Team USA
185.4,,22,"Milwaukee, WI",Speedskating,,Team USA
175.3,,,,,,Team USA
162.6,,35,"Omaha, NE",,,Olympian
157.5,,44,"Miranda, CA",Shooting,,Team USA
167.6,,28,"Los Angeles, CA",Rugby,,Olympian
170.2,,23,"Chatham, NJ",Soccer,,Olympian
180.3,,,Altamonte Springs,,,Team USA
185.4,,44,"Salt Lake City, UT",Volleyball,,Olympian
185.4,,45,"Shelby, NE",Bobsled,,Olympian
177.8,,31,"Santa Rosa, CA",Rugby,,Olympian
177.8,,42,"Flushing, MI",Rowing,,Olympian
157.5,,37,"Ocean City, NJ",Triathlon,,Team USA
195.6,,57,"Juneau, AK",Para Alpine Skiing,,Paralympian
177.8,,,Salt Lake City,,,Team USA
162.6,,27,"Chicago, IL",,,Team USA
177.8,,40,"Tarzana, CA",Track and Field,,Team USA
170.2,,45,Boulder,,,Olympian
137.2,,37,Mexico City,Para Track and Field,,Team USA
182.9,,59,"Parkland, FL",Swimming,,Olympian
157.5,,42,"Orlando, FL",,,Olympian
175.3,,24,"Harwood Heights, IL",Taekwondo,,Team USA
172.7,,28,"Hialeah, FL",Karate,,Olympian
177.8,,,Riverside,Sled Hockey,,Paralympian
170.2,,25,"Ansonia, CT",Para Swimming,,Paralympian
172.7,,31,"Edison, NJ",Karate,,Team USA
165.1,,23,"Castro Valley, CA",,,Team USA
165.1,,43,Camden,,,Olympian
185.4,,25,"Fargo, ND",Team Handball,,Team USA
200.7,,,"St. Louis, MO",Volleyball,,Olympian
170.2,,27,"Manhattan Beach, CA",Taekwondo,,Team USA
157.5,,47,"Dallas, Texas",,,Olympian
193.0,,41,"Litchfield Park, AZ",Swimming,,Olympian
200.7,,33,"Stockton, CA",Para Track and Field,,Paralympian
152.4,,40,"Redmond, WA",Para Track and Field,,Paralympian
165.1,,34,"San Diego, CA",Karate,,Team USA
162.6,,34,"Pattonsburg, MO",Shooting,,Olympian
165.1,,44,Champion,,,Olympian
180.3,,34,"Naples, FL",Softball,,Team USA
188.0,,47,Decatur,,,Olympian
172.7,,25,"Coppell, TX",,,Team USA
167.6,,31,Anaheim,,,Olympian
170.2,,29,"Federal Way, WA",,,Olympian
172.7,,37,"Marstons Mills, MA",Snowboarding,,Olympian
190.5,,32,"Omaha , NE",Basketball,,Olympian
157.5,,26,"Fairbanks, AK",Curling,,Team USA
182.9,,44,"Ewing, NJ",Skeleton,,Olympian
188.0,,56,"Fresno, CA",Karate,,Team USA
188.0,,,"Upper Marlboro, MD",Basketball,,Team USA
180.3,,47,"Mooresville, N.C.",,,Team USA
180.3,,32,"Pittsburgh, PA",Ice Hockey,,Olympian
203.2,,36,"St. Louis, MO",Volleyball,,Olympian
165.1,,52,"Winter Garden, FL",Waterski/Wakeboard,,Team USA
175.3,,41,"Richland, WA",Para-Equestrian,,Paralympian
170.2,,48,St. Paul,,,Olympian
172.7,,41,"Bozeman, MT",Para Nordic Skiing,,Team USA
175.3,,44,"Pacifica, CA",Fencing,,Olympian
160.0,,,,,,Team USA
160.0,,18,"Saratoga, CA",Artistic Swimming,,Team USA
190.5,,,"Long Beach, CA",Volleyball,,Team USA
160.0,,27,"King George, VA",Para Swimming,,Team USA
177.8,,27,"Plano, Texas",Taekwondo,,Team USA
160.0,,24,"Sarasota, FL",Shooting,,Olympian
165.1,,37,"Flagstaff, AZ",Track and Field,,Olympian
182.9,,23,"St. Paul, MN",Curling,,Team USA
167.6,,43,Perrysburg,,,Olympian
177.8,,30,"Carson, CA",Rugby,,Olympian
180.3,,47,"Council Bluffs, IA",Wheelchair Basketball,,Paralympian
182.9,,51,Rochester,Shooting,,Olympian
182.9,,,San Jose,,,Team USA
175.3,,36,"Fayetteville, NY",Swimming,,Olympian
162.6,,34,"Seattle, Wash.",Rowing,,Team USA
162.6,,38,"South Pasadena, CA",,,Olympian
172.7,,21,"Moultrie, GA",Diving,,Olympian
167.6,,51,River Forest,,,Olympian
185.4,,32,"Los Angeles, CA",Team Handball,,Team USA
177.8,,30,"Covina, CA",Softball,,Team USA
160.0,,41,"Breckenridge, CO",Skeleton,,Olympian
142.2,,,"Sacramento, CA",Karate,,Team USA
157.5,,54,"Park City, UT",Para Alpine Skiing,,Paralympian
180.3,,56,"Park City, UT",Para Alpine Skiing,,Paralympian
175.3,,44,"San Diego, CA",Baseball,,Team USA
188.0,,34,"Provo, UT",Rugby,,Olympian
195.6,,26,"Bartlett, IL",Sitting Volleyball,,Team USA
172.7,,50,Berkeley,,,Olympian
154.9,,55,"Phenix City, AL",Shooting,,Olympian
177.8,,60,Firestone,,,Olympian
172.7,,46,"Los Angeles, CA",Canoe/Kayak,,Team USA
188.0,,43,Grand Island,,,Olympian
175.3,,18,"Albert Lea, MN",Sled Hockey,,Team USA
182.9,,23,"Concord, CA",Taekwondo,,Team USA
162.6,,63,Gainesville,,,Olympian
188.0,,36,"Newport Beach, CA",Bobsled,,Olympian
188.0,,27,"Perris, CA",Softball,,Team USA
175.3,,31,"San Diego, CA",Cycling,,Olympian
195.6,,,"Lansing, MI",Basketball,,Team USA
170.2,,34,"Rochester, NY",Team Handball,,Team USA
165.1,,43,Marina,,,Olympian
182.9,,53,"Denver, CO",Swimming,,Olympian
175.3,,25,"Belleair Beach, FL",Para Table Tennis,,Paralympian
175.3,,24,"Wenatchee, WA",3x3 Basketball,,Olympian
170.2,,48,"Toledo, OH",Archery,,Team USA
177.8,,40,"Atlanta, GA",Team Handball,,Olympian
165.1,,36,"Wilmington, DE",Field Hockey,,Olympian
185.4,,37,"Bozeman, MT",Cycling,,Olympian
188.0,,35,"Houston, TX",Para Track and Field,,Paralympian
172.7,,42,Moraga,,,Olympian
167.6,,44,Thousand Oaks,,,Team USA
185.4,,34,"Rancho Santa Fe, CA",Tennis,,Olympian
188.0,,,,,,Olympian
188.0,,33,"Redlands, CA",Volleyball,,Team USA
167.6,,41,"Fort Lauderdale, FL",Volleyball,,Team USA
165.1,,29,Kissimmee,Boxing,,Olympian
182.9,,31,"Azle, TX",,,Olympian
167.6,,45,Florence,,,Olympian
182.9,,,,Water Polo,,Team USA
198.1,,27,"Rancho Palos Verdes, CA",Water Polo,,Olympian
188.0,,32,"Marquette, Mich.",Rowing,,Team USA
165.1,,24,"Conroe, TX",,,Team USA
175.3,,28,"Pinckney, MI",Snowboarding,,Olympian
162.6,,39,"Leesburg, FL",,,Olympian
177.8,,27,"Guaynabo, CA",Artistic Swimming,,Team USA
180.3,,45,North Easton,,,Olympian
165.1,,30,Sacramento,,,Team USA
149.9,,26,"Walkerton, IN",Taekwondo,,Team USA
147.3,,20,"Laredo, TX",,,Team USA
167.6,,32,"Malvern, PA",Rowing,,Olympian
177.8,,52,Indianapolis,,,Olympian
167.6,,22,"Oak Lawn, IL",,,Team USA
172.7,,34,"Lynchburg, VA",Track and Field,,Olympian
149.9,,40,"Flagstaff, AZ",Canoe/Kayak,,Paralympian
175.3,,48,Howells,,,Olympian
170.2,,24,"Cambridge, MA",Fencing,,Team USA
195.6,,31,"New Rochelle, N.Y.",Rowing,,Team USA
172.7,,40,"Cottage Grove, WI",Ice Hockey,,Olympian
162.6,,27,"Oakland Township, MI",Weightlifting,,Olympian
162.6,,56,"Park City, UT",Para Alpine Skiing,,Paralympian
177.8,,38,"Laie, HI",Bobsled,,Team USA
177.8,,38,"Laie, HI",Bobsled,,Olympian
162.6,,22,"Eastvale, CA",Taekwondo,,Team USA
175.3,,24,"Folsom, CA",Fencing,,Team USA
170.2,,27,Denver,Taekwondo,,Team USA
170.2,,35,"Los Angeles, CA",,,Olympian
162.6,,27,"Gaylord, MI",Freestyle Skiing,,Olympian
172.7,,29,"Rancho Palos Verdes, CA",Softball,,Team USA
157.5,,29,"Raleigh, NC",,,Team USA
162.6,,36,Gainesville,,,Team USA
193.0,,,,,,Team USA
165.1,,25,"San Jose, Calif.",Taekwondo,,Team USA
195.6,,28,"Bethesda, MD",Bobsled,,Olympian
188.0,,33,"Franklin, WI",Rowing,,Olympian
160.0,,36,"Cherry Hill, NJ",Field Hockey,,Olympian
170.2,,31,"Tampa, FL",Shooting,,Olympian
170.2,,,Lakeville,,,Team USA
182.9,,33,"Orlando, FL",,,Team USA
193.0,,51,"Rochester, NY",Para-Rowing,,Paralympian
160.0,,27,"Whitefish, MT",Freestyle Skiing,,Olympian
185.4,,38,"Granbury, TX",Swimming,,Olympian
177.8,,41,"Vail, CO",Alpine Skiing,,Olympian
152.4,,45,Miami,,,Olympian
167.6,,35,Marquette,,,Team USA
188.0,,34,Overland Park,,,Olympian
165.1,,28,"Fountain Valley, CA",Golf,,Olympian
185.4,,35,Chesapeake,,,Paralympian
182.9,,40,Atlanta,,,Team USA
160.0,,34,"Alexandria, VA",Figure Skating,,Olympian
177.8,,52,"Walla Walla, WA",Wheelchair Tennis,,Paralympian
175.3,,36,"Eagan, MN",Curling,,Team USA
165.1,,45,San Jose,,,Olympian
180.3,,45,"Nānākuli, HI",Para Nordic Skiing,,Paralympian
185.4,,33,"Weston, MA",Rowing,,Olympian
185.4,,25,"Yarmouth, ME",Ice Hockey,,Team USA
188.0,,32,"Rochester, NY",Freestyle Skiing,,Olympian
177.8,,53,Westborough,,,Olympian
193.0,,49,Verona,,,Olympian
162.6,,,"Burlington, WI",Shooting,,Team USA
180.3,,44,"Jacksonville, FL",Goalball,,Paralympian
91.4,,40,"Franconia, NH",Para Alpine Skiing,,Paralympian
182.9,,27,"Winchester, VA",,,Paralympian
167.6,,39,"Wilmington, OH",,,Team USA
180.3,,30,"Aliquippa, PA",Basketball,,Team USA
190.5,,27,"Franklin Lakes, NJ",Sled Hockey;Paracanoe,,Paralympian
167.6,,38,,Artistic Swimming,,Team USA
172.7,,35,"Athens, GA",Para Track and Field,,Paralympian
172.7,,,,,,Team USA
177.8,,26,"Woodstock, GA",Softball,,Team USA
190.5,,31,"Mammoth Lakes, CA",Freestyle Skiing,,Olympian
185.4,,39,"Little Orleans, MD",Shooting,,Team USA
188.0,,29,Manteca,,,Team USA
200.7,,46,Norwalk,,,Olympian
162.6,,45,"Austin, TX",Triathlon,,Paralympian
167.6,,62,"Syracuse, NY",Para-Cycling,,Paralympian
182.9,,24,"Nashville, TN",Swimming,,Olympian
162.6,,31,"Vail, CO",Para Alpine Skiing,,Paralympian
172.7,,26,"Shrewsbury, MA",Ice Hockey,,Olympian
165.1,,28,Roswell,,,Olympian
190.5,,47,"Saratoga, CA",Volleyball,,Olympian
188.0,,49,Coeur D'Alene,Track and Field,,Olympian
180.3,,31,"Neenah, WI",Rowing,,Olympian
162.6,,46,"Sugar Land, TX",Table Tennis,,Olympian
175.3,,34,"Houston, TX",Table Tennis,,Olympian
167.6,,31,Los Altos,Artistic Swimming,,Team USA
167.6,,23,"Sewell, NJ",Table Tennis,,Olympian
170.2,,44,Baldwin Park,,,Olympian
165.1,,22,"Chandler, Ariz.",Artistic Swimming,,Team USA
172.7,,25,"Sacramento, CA",Rugby,,Olympian
170.2,,36,Beaverton,,,Olympian
177.8,,37,"Kaysville, UT",Track and Field,,Olympian
175.3,,50,"Brewster, NY",Equestrian,,Olympian
177.8,,36,Charlotte,,,Team USA
165.1,,35,"Norman, OK",Para Track and Field,,Paralympian
188.0,,46,Santa Barbara,,,Olympian
172.7,,29,"Willowbrook, IL",Speedskating,,Olympian
175.3,,35,"Marshfield, MA",Ice Hockey,,Olympian
157.5,,39,"Winter Park, CO",,,Paralympian
180.3,,25,"Madison, CT",Para-Rowing,,Paralympian
175.3,,29,"Signal Hill, CA",Track and Field,,Olympian
190.5,,30,"Colorado Springs, CO",Volleyball,,Olympian
175.3,,32,"Parsippany, NJ",Fencing,,Team USA
188.0,,,"New York , NY",Karate,,Team USA
170.2,,32,"New York City, NY",Karate,,Team USA
167.6,,26,"New Caney, TX",,,Team USA
167.6,,44,Sun Valley,,,Olympian
177.8,,44,Irvine,,,Olympian
177.8,,36,Vineland,,,Olympian
190.5,,47,"Bagdad, FL",Golf,,Olympian
208.3,,27,"Portsmouth, Va.",Basketball,,Team USA
167.6,,28,"Palo Alto, CA",Para Track and Field,,Paralympian
182.9,,39,"Long Beach, CA",Volleyball,,Team USA
172.7,,22,"San Jose, Cali.",Artistic Swimming,,Team USA
188.0,,,WA,,,Olympian
175.3,,43,Reston,,,Olympian
180.3,,35,"Tustin, CA",Track and Field,,Olympian
195.6,,25,Kolding,Team Handball,,Team USA
185.4,,43,Henley-on-Thames,Para-Rowing,,Paralympian
172.7,,26,Overland Park,Taekwondo,,Team USA
182.9,,39,"Pueblo West, CO",Bobsled,,Olympian
188.0,,40,Milwaukee,,,Olympian
190.5,,34,"Baltimore, MD",,,Team USA
180.3,,39,"Phoenix, AZ",Sitting Volleyball,,Paralympian
180.3,,46,,Wrestling,,Team USA
167.6,,29,"Cabot, AR",Track and Field,,Olympian
175.3,,37,"Eagan, MN",Para Swimming,,Paralympian
170.2,,40,"Lake Placid, NY",Alpine Skiing,,Olympian
180.3,,55,Warren,,,Olympian
198.1,,39,"Menlo Park, CA",Rowing,,Olympian
162.6,,45,Palmer,,,Olympian
177.8,,35,"Upper Arlington, OH",Rowing,,Team USA
180.3,,38,"Richland, Pennsylvania",,,Team USA
193.0,,34,"Las Vegas, NV",Bobsled,,Olympian
175.3,,28,"Sarasota, FL",,,Team USA
175.3,,41,Lyndhurst,,,Olympian
185.4,,40,"Lawrenceville, GA",Swimming,,Olympian
175.3,,28,"Fort Lauderdale, FL",Sailing,,Olympian
188.0,,33,"Valdosta, GA",Soccer 7-A-Side,,Team USA
190.5,,,"Madison, WI",Swimming,,Team USA
180.3,,26,"Raleigh, NC",Ice Hockey,,Team USA
195.6,,33,"Barrington, RI",Rowing,,Olympian
162.6,,30,"Belgrade, MT",Shooting,,Olympian
177.8,,29,"Santa Clarita, CA",Swimming,,Olympian
182.9,,27,"Birmingham, AL",Goalball,,Team USA
193.0,,43,"Brighton, MA",Ice Hockey,,Olympian
182.9,,28,"Bakersfield, CA",Softball,,Team USA
182.9,,51,"San Diego, CA",Field Hockey,,Team USA
190.5,,33,"Grand Rapids, Mich.",Rugby,,Team USA
188.0,,28,"Grosse Pointe Woods, MI",Ice Hockey,,Olympian
175.3,,,,,,Olympian
149.9,,57,"Ashland, OR",Para-Cycling,,Team USA
172.7,,35,"Modesto, CA",Skeleton,,Olympian
180.3,,40,"Springfield, MO",Skeleton,,Team USA
147.3,,19,"Haymarket, VA",,,Team USA
185.4,,30,"Ridgefield, CT",Luge,,Olympian
175.3,,30,"Chandler, AZ",Baseball,,Olympian
177.8,,24,"Stowe, VT",Biathlon,,Team USA
172.7,,24,"Sarasota, FL",Swimming,,Olympian
177.8,,23,"Winthrop, WA",Biathlon,,Team USA
175.3,,43,"Hutchinson, MN",Basketball,,Olympian
195.6,,38,Meriden,Track and Field,,Olympian
195.6,,,,,,Olympian
91.4,,,"Lynnwood, WA",Para Swimming,,Team USA
185.4,,46,"Tucson, AZ",Wheelchair Rugby,,Paralympian
190.5,,45,Lancaster,,,Olympian
180.3,,24,Drøbak,Team Handball,,Team USA
193.0,,27,Drøbak,Team Handball,,Team USA
180.3,,29,"Knoxville, Tenn.",Rugby,,Team USA
182.9,,41,"Denver, CO",Curling,,Team USA
154.9,,45,"Norlina, NC",Wheelchair Basketball,,Paralympian
175.3,,28,"Newnan, Ga.",Track and Field,,Team USA
193.0,,31,"Parker, CO",Basketball,,Olympian
188.0,,,Dallas,,,Team USA
172.7,,27,"Largo, FL",,,Team USA
175.3,,39,"Carlsbad, CA",Snowboarding,,Olympian
154.9,,28,Pembroke Pines,,,Team USA
188.0,,,Atlanta,,,Team USA
162.6,,22,"Orlando, FL",Para Swimming,,Paralympian
162.6,,26,"Herriman, UT",Swimming,,Olympian
172.7,,33,"Eugene, OR",Softball,,Team USA
172.7,,30,"San Diego, CA",Para Track and Field,,Paralympian
180.3,,20,"Noblesville, IN",Swimming,,Olympian
165.1,,49,"Somerset, CA",Para-Cycling,,Paralympian
167.6,,27,"Temecula, CA",Softball,,Team USA
177.8,,36,"Waukesha, WI",,,Olympian
172.7,,28,"Clermont, FL",Track and Field,,Olympian
193.0,,,"Norwood, New Jersey",,,Olympian
162.6,,31,"Baltimore, MD",Gymnastics,,Team USA
185.4,,40,"Greenville, SC",Bobsled,,Team USA
203.2,,30,"Schererville, Ind.",Basketball,,Team USA
175.3,,48,"Bridgeport, NE",Para-Cycling,,Team USA
203.2,,30,"Chicago, IL",Volleyball,,Team USA
193.0,,24,"Valley Center, CA",Rugby,,Olympian
180.3,,30,"Vacaville, CA",Gymnastics,,Team USA
175.3,,52,"Pocatello, ID",Archery,,Team USA
193.0,,41,San Francisco,,,Olympian
170.2,,33,"Aurora, OR",Alpine Skiing,,Olympian
180.3,,21,"Atlanta, GA",Soccer,,Olympian
188.0,,,"Eden Prairie, MN",,,Olympian
175.3,,32,"Malibu, CA",Swimming,,Olympian
